"timestamp_utc","ciclo","health_ok","health_status","health_latency_ms","metrics_ok","metrics_status","monitor_age_sec","monitor_last_duration_sec","monitor_empresas_falha","ciclos_success","ciclos_partial","ciclos_fatal_error","ciclos_skipped_concurrent","delta_ciclos_total","delta_failure_rate_pct","alertas_total","alertas_critical","alertas_webhook_pagamento_falha","alertas_status_sincronizacao_divergente","alertas_referencia_integracao_invalida","alertas_estorno_falha"
"2026-03-05T13:26:12Z","19","True","200","15,59","True","200","42","0,407","0","4","0","0","0","1","0",,,,,,
"2026-03-05T13:31:13Z","20","True","200","27,53","True","200","42","0,391","0","5","0","0","0","1","0",,,,,,
"2026-03-05T13:36:13Z","21","True","200","19,46","True","200","42","0,402","0","6","0","0","0","1","0",,,,,,
"2026-03-05T13:41:13Z","22","True","200","14,94","True","200","42","0,37","0","7","0","0","0","1","0",,,,,,
"2026-03-05T13:46:13Z","23","True","200","29,81","True","200","11","0,643","0","1","0","0","0","-6",,,,,,,
"2026-03-05T13:51:13Z","24","True","200","16,49","True","200","99","0,721","0","1","0","0","0","0",,,,,,,
"2026-03-05T13:56:13Z","25","True","200","13,9","True","200","137","0,555","0","1","0","0","0","0",,,,,,,
"2026-03-05T14:01:13Z","26","True","200","16,89","True","200","154","0,645","0","1","0","0","0","0",,,,,,,
"2026-03-05T14:06:13Z","27","True","200","18,41","True","200","64","0,609","0","1","0","0","0","0",,,,,,,
"2026-03-05T14:11:13Z","28","True","200","16,36","True","200","269","0,658","0","1","0","0","0","0",,,,,,,
"2026-03-05T14:16:13Z","29","True","200","14,91","True","200","270","0,405","0","2","0","0","0","1","0",,,,,,
"2026-03-05T14:21:13Z","30","True","200","16,26","True","200","269","0,527","0","3","0","0","0","1","0",,,,,,
"2026-03-05T14:26:13Z","31","True","200","18,31","True","200","213","0,821","0","1","0","0","0","-2",,,,,,,
"2026-03-05T14:31:13Z","32","True","200","16,74","True","200","214","0,464","0","2","0","0","0","1","0",,,,,,
"2026-03-05T14:36:13Z","33","True","200","22,82","True","200","5","0,655","0","1","0","0","0","-1",,,,,,,
"2026-03-05T14:41:13Z","34","True","200","16,27","True","200","6","0,482","0","2","0","0","0","1","0",,,,,,
"2026-03-05T14:46:14Z","35","True","200","15,28","True","200","7","0,411","0","3","0","0","0","1","0",,,,,,
"2026-03-05T14:51:14Z","36","True","200","17,92","True","200","6","0,553","0","4","0","0","0","1","0",,,,,,
"2026-03-05T14:56:14Z","37","True","200","16,07","True","200","7","0,379","0","5","0","0","0","1","0",,,,,,
"2026-03-05T15:01:14Z","38","True","200","15,6","True","200","7","0,452","0","6","0","0","0","1","0",,,,,,
"2026-03-05T15:06:14Z","39","True","200","20,53","True","200","7","0,384","0","7","0","0","0","1","0",,,,,,
"2026-03-05T15:11:14Z","40","True","200","18,09","True","200","7","0,37","0","8","0","0","0","1","0",,,,,,
"2026-03-05T15:16:14Z","41","True","200","17,59","True","200","171","0,689","0","1","0","0","0","-7",,,,,,,
"2026-03-05T15:21:14Z","42","True","200","17","True","200","171","0,429","0","2","0","0","0","1","0",,,,,,
"2026-03-05T15:26:14Z","43","True","200","14,95","True","200","171","0,453","0","3","0","0","0","1","0",,,,,,
"2026-03-05T15:31:14Z","44","True","200","16,77","True","200","171","0,419","0","4","0","0","0","1","0",,,,,,
"2026-03-05T15:36:14Z","45","True","200","18,45","True","200","184","0,754","0","1","0","0","0","-3",,,,,,,
"2026-03-05T15:41:14Z","46","True","200","16,69","True","200","184","0,435","0","2","0","0","0","1","0",,,,,,
"2026-03-05T15:46:14Z","47","True","200","16,39","True","200","184","0,397","0","3","0","0","0","1","0",,,,,,
"2026-03-05T15:51:14Z","48","True","200","16,59","True","200","184","0,39","0","4","0","0","0","1","0",,,,,,
"2026-03-05T15:56:14Z","49","True","200","16,7","True","200","184","0,384","0","5","0","0","0","1","0",,,,,,
"2026-03-05T16:01:14Z","50","True","200","16,22","True","200","184","0,383","0","6","0","0","0","1","0",,,,,,
"2026-03-05T16:06:15Z","51","True","200","14,99","True","200","185","0,375","0","7","0","0","0","1","0",,,,,,
"2026-03-05T16:11:15Z","52","True","200","16,56","True","200","185","0,422","0","8","0","0","0","1","0",,,,,,
"2026-03-05T16:16:15Z","53","True","200","15,09","True","200","185","0,427","0","9","0","0","0","1","0",,,,,,
"2026-03-05T16:21:15Z","54","True","200","17,06","True","200","185","0,438","0","10","0","0","0","1","0",,,,,,
"2026-03-05T16:26:15Z","55","True","200","17,13","True","200","185","0,409","0","11","0","0","0","1","0",,,,,,
"2026-03-05T16:31:15Z","56","True","200","19,49","True","200","185","0,402","0","12","0","0","0","1","0",,,,,,
"2026-03-05T16:36:15Z","57","True","200","16,29","True","200","185","0,421","0","13","0","0","0","1","0",,,,,,
"2026-03-05T16:41:15Z","58","True","200","16,85","True","200","185","0,399","0","14","0","0","0","1","0",,,,,,
"2026-03-05T16:46:15Z","59","True","200","16,31","True","200","185","0,491","0","15","0","0","0","1","0",,,,,,
"2026-03-05T16:51:15Z","60","True","200","15,64","True","200","185","0,376","0","16","0","0","0","1","0",,,,,,
"2026-03-05T16:56:15Z","61","True","200","17,81","True","200","36","0,71","0","1","0","0","0","-15",,,,,,,
"2026-03-05T17:01:15Z","62","True","200","16,45","True","200","250","0,707","0","1","0","0","0","0",,,,,,,
"2026-03-05T17:06:15Z","63","True","200","18,35","True","200","29","0,592","0","1","0","0","0","0",,,,,,,
"2026-03-05T17:11:15Z","64","True","200","28,85","True","200","0","0,625","0","1","0","0","0","0",,,,,,,
"2026-03-05T17:16:15Z","65","True","200","16,92","True","200","284","0,631","0","1","0","0","0","0",,,,,,,
"2026-03-05T17:21:15Z","66","True","200","27,73","True","200","220","0,811","0","1","0","0","0","0",,,,,,,
"2026-03-05T17:26:16Z","67","True","200","16,82","True","200","221","0,426","0","2","0","0","0","1","0",,,,,,
"2026-03-05T17:31:16Z","68","True","200","15,16","True","200","221","0,355","0","3","0","0","0","1","0",,,,,,
"2026-03-05T17:36:16Z","69","True","200","16,76","True","200","221","0,367","0","4","0","0","0","1","0",,,,,,
"2026-03-05T17:41:16Z","70","True","200","16,75","True","200","221","0,432","0","5","0","0","0","1","0",,,,,,
"2026-03-05T17:46:16Z","71","True","200","17,65","True","200","221","0,372","0","6","0","0","0","1","0",,,,,,
"2026-03-05T17:51:16Z","72","True","200","16,98","True","200","221","0,381","0","7","0","0","0","1","0",,,,,,
"2026-03-05T17:56:16Z","73","True","200","18,26","True","200","221","0,401","0","8","0","0","0","1","0",,,,,,
"2026-03-05T18:01:16Z","74","True","200","17,85","True","200","223","0,624","0","1","0","0","0","-7",,,,,,,
"2026-03-05T18:06:16Z","75","True","200","16,2","True","200","224","0,447","0","2","0","0","0","1","0",,,,,,
"2026-03-05T18:11:16Z","76","True","200","16,41","True","200","224","0,408","0","3","0","0","0","1","0",,,,,,
"2026-03-05T18:16:16Z","77","True","200","16,2","True","200","224","0,462","0","4","0","0","0","1","0",,,,,,
"2026-03-05T18:21:16Z","78","True","200","15,36","True","200","224","0,458","0","5","0","0","0","1","0",,,,,,
"2026-03-05T18:26:16Z","79","True","200","16,34","True","200","224","0,42","0","6","0","0","0","1","0",,,,,,
"2026-03-05T18:31:16Z","80","True","200","17,96","True","200","224","0,383","0","7","0","0","0","1","0",,,,,,
"2026-03-05T18:36:16Z","81","True","200","17,37","True","200","224","0,376","0","8","0","0","0","1","0",,,,,,
"2026-03-05T18:41:16Z","82","True","200","16,22","True","200","225","0,39","0","9","0","0","0","1","0",,,,,,
"2026-03-05T18:46:17Z","83","True","200","15,29","True","200","225","0,373","0","10","0","0","0","1","0",,,,,,
"2026-03-05T18:51:17Z","84","True","200","16,59","True","200","213","0,639","0","1","0","0","0","-9",,,,,,,
"2026-03-05T18:56:17Z","85","True","200","17,77","True","200","213","0,434","0","2","0","0","0","1","0",,,,,,
"2026-03-05T19:01:17Z","86","True","200","15,6","True","200","213","0,396","0","3","0","0","0","1","0",,,,,,
"2026-03-05T19:06:17Z","87","True","200","14,89","True","200","213","0,387","0","4","0","0","0","1","0",,,,,,
"2026-03-05T19:11:17Z","88","True","200","17,29","True","200","213","0,365","0","5","0","0","0","1","0",,,,,,
"2026-03-05T19:16:17Z","89","True","200","16,88","True","200","213","0,365","0","6","0","0","0","1","0",,,,,,
"2026-03-05T19:21:17Z","90","True","200","16,29","True","200","213","0,386","0","7","0","0","0","1","0",,,,,,
"2026-03-05T19:26:17Z","91","True","200","15,92","True","200","213","0,421","0","8","0","0","0","1","0",,,,,,
"2026-03-05T19:31:17Z","92","True","200","17,6","True","200","213","0,434","0","9","0","0","0","1","0",,,,,,
"2026-03-05T19:36:17Z","93","True","200","25,41","True","200","213","0,39","0","10","0","0","0","1","0",,,,,,
"2026-03-05T19:41:17Z","94","True","200","22,31","True","200","100","0,814","0","1","0","0","0","-9",,,,,,,
"2026-03-05T19:46:17Z","95","True","200","17,41","True","200","100","0,398","0","2","0","0","0","1","0",,,,,,
"2026-03-05T19:51:17Z","96","True","200","15,83","True","200","100","0,435","0","3","0","0","0","1","0",,,,,,
"2026-03-05T19:56:17Z","97","True","200","16,77","True","200","100","0,491","0","4","0","0","0","1","0",,,,,,
"2026-03-05T20:01:17Z","98","True","200","16,87","True","200","101","0,377","0","5","0","0","0","1","0",,,,,,
"2026-03-05T20:06:18Z","99","True","200","16,5","True","200","120","0,634","0","1","0","0","0","-4",,,,,,,
"2026-03-05T20:11:16Z","100","True","200","16,02","True","200","120","-1,497","0","2","0","0","0","1","0",,,,,,
"2026-03-05T20:16:16Z","101","True","200","20,24","True","200","121","0,352","0","3","0","0","0","1","0",,,,,,
"2026-03-05T20:21:16Z","102","True","200","15,17","True","200","120","0,448","0","4","0","0","0","1","0",,,,,,
"2026-03-05T20:26:16Z","103","True","200","14,36","True","200","121","0,371","0","5","0","0","0","1","0",,,,,,
"2026-03-05T20:31:16Z","104","True","200","16,37","True","200","120","0,399","0","6","0","0","0","1","0",,,,,,
"2026-03-05T20:36:16Z","105","True","200","14,81","True","200","121","0,352","0","7","0","0","0","1","0",,,,,,
"2026-03-05T20:41:16Z","106","True","200","15,55","True","200","120","0,504","0","8","0","0","0","1","0",,,,,,
"2026-03-05T20:46:16Z","107","True","200","16,72","True","200","120","0,383","0","9","0","0","0","1","0",,,,,,
"2026-03-05T20:51:16Z","108","True","200","18,55","True","200","25","0,648","0","1","0","0","0","-8",,,,,,,
"2026-03-05T20:56:16Z","109","True","200","16,96","True","200","198","0,662","0","1","0","0","0","0",,,,,,,
"2026-03-05T21:01:16Z","110","True","200","16,65","True","200","198","0,604","0","1","0","0","0","0",,,,,,,
"2026-03-05T21:06:16Z","111","True","200","16,7","True","200","198","0,609","0","2","0","0","0","1","0",,,,,,
"2026-03-05T21:11:16Z","112","True","200","16,48","True","200","199","0,41","0","3","0","0","0","1","0",,,,,,
"2026-03-05T21:16:17Z","113","True","200","17,54","True","200","199","0,39","0","4","0","0","0","1","0",,,,,,
"2026-03-05T21:21:17Z","114","True","200","16,45","True","200","199","0,382","0","5","0","0","0","1","0",,,,,,
"2026-03-05T21:26:17Z","115","True","200","17,16","True","200","199","0,396","0","6","0","0","0","1","0",,,,,,
"2026-03-05T21:31:17Z","116","True","200","19,88","True","200","199","0,366","0","7","0","0","0","1","0",,,,,,
"2026-03-05T21:36:17Z","117","True","200","19,11","True","200","199","0,345","0","8","0","0","0","1","0",,,,,,
"2026-03-05T21:41:17Z","118","True","200","17,16","True","200","199","0,378","0","9","0","0","0","1","0",,,,,,
"2026-03-05T21:46:17Z","119","True","200","16,79","True","200","199","0,386","0","10","0","0","0","1","0",,,,,,
"2026-03-05T21:51:17Z","120","True","200","15,3","True","200","199","0,386","0","11","0","0","0","1","0",,,,,,
"2026-03-05T21:56:17Z","121","True","200","15,71","True","200","199","0,352","0","12","0","0","0","1","0",,,,,,
"2026-03-05T22:01:17Z","122","True","200","15,5","True","200","199","0,373","0","13","0","0","0","1","0",,,,,,
"2026-03-05T22:06:17Z","123","True","200","16,78","True","200","199","0,355","0","14","0","0","0","1","0",,,,,,
"2026-03-05T22:11:17Z","124","True","200","20,08","True","200","199","0,36","0","15","0","0","0","1","0",,,,,,
"2026-03-05T22:16:17Z","125","True","200","17,02","True","200","199","0,377","0","16","0","0","0","1","0",,,,,,
"2026-03-05T22:21:17Z","126","True","200","15,17","True","200","199","0,367","0","17","0","0","0","1","0",,,,,,
"2026-03-05T22:26:17Z","127","True","200","24,52","True","200","199","0,357","0","18","0","0","0","1","0",,,,,,
"2026-03-05T22:31:17Z","128","True","200","15,64","True","200","200","0,36","0","19","0","0","0","1","0",,,,,,
"2026-03-05T22:36:18Z","129","True","200","17,07","True","200","200","0,379","0","20","0","0","0","1","0",,,,,,
"2026-03-05T22:41:18Z","130","True","200","14,17","True","200","200","0,392","0","21","0","0","0","1","0",,,,,,
"2026-03-05T22:46:18Z","131","True","200","16,53","True","200","200","0,388","0","22","0","0","0","1","0",,,,,,
"2026-03-05T22:51:18Z","132","True","200","15,64","True","200","200","0,359","0","23","0","0","0","1","0",,,,,,
"2026-03-05T22:56:18Z","133","True","200","15,95","True","200","200","0,356","0","24","0","0","0","1","0",,,,,,
"2026-03-05T23:01:18Z","134","True","200","16,77","True","200","200","0,351","0","25","0","0","0","1","0",,,,,,
"2026-03-05T23:06:18Z","135","True","200","14,19","True","200","200","0,377","0","26","0","0","0","1","0",,,,,,
"2026-03-05T23:11:18Z","136","True","200","14,99","True","200","200","0,358","0","27","0","0","0","1","0",,,,,,
"2026-03-05T23:16:18Z","137","True","200","15,72","True","200","200","0,354","0","28","0","0","0","1","0",,,,,,
"2026-03-05T23:21:18Z","138","True","200","16,42","True","200","200","0,354","0","29","0","0","0","1","0",,,,,,
"2026-03-05T23:26:18Z","139","True","200","17,05","True","200","200","0,351","0","30","0","0","0","1","0",,,,,,
"2026-03-05T23:31:18Z","140","True","200","17,04","True","200","200","0,375","0","31","0","0","0","1","0",,,,,,
"2026-03-05T23:36:18Z","141","True","200","15,35","True","200","200","0,37","0","32","0","0","0","1","0",,,,,,
"2026-03-05T23:41:18Z","142","True","200","17,75","True","200","200","0,351","0","33","0","0","0","1","0",,,,,,
"2026-03-05T23:46:18Z","143","True","200","17,43","True","200","200","0,354","0","34","0","0","0","1","0",,,,,,
"2026-03-05T23:51:18Z","144","True","200","18,26","True","200","201","0,353","0","35","0","0","0","1","0",,,,,,
"2026-03-05T23:56:19Z","145","True","200","16,64","True","200","201","0,35","0","36","0","0","0","1","0",,,,,,
"2026-03-06T00:01:19Z","146","True","200","15,24","True","200","201","0,364","0","37","0","0","0","1","0",,,,,,
"2026-03-06T00:06:19Z","147","True","200","12,97","True","200","201","0,346","0","38","0","0","0","1","0",,,,,,
"2026-03-06T00:11:19Z","148","True","200","15,7","True","200","201","0,344","0","39","0","0","0","1","0",,,,,,
"2026-03-06T00:16:19Z","149","True","200","13,43","True","200","201","0,397","0","40","0","0","0","1","0",,,,,,
"2026-03-06T00:21:19Z","150","True","200","16,4","True","200","201","0,333","0","41","0","0","0","1","0",,,,,,
"2026-03-06T00:26:19Z","151","True","200","14,55","True","200","201","0,338","0","42","0","0","0","1","0",,,,,,
"2026-03-06T00:31:19Z","152","True","200","14,3","True","200","201","0,338","0","43","0","0","0","1","0",,,,,,
"2026-03-06T00:36:19Z","153","True","200","13,9","True","200","201","0,354","0","44","0","0","0","1","0",,,,,,
"2026-03-06T00:41:19Z","154","True","200","15,28","True","200","201","0,333","0","45","0","0","0","1","0",,,,,,
"2026-03-06T00:46:19Z","155","True","200","17,09","True","200","201","0,354","0","46","0","0","0","1","0",,,,,,
"2026-03-06T00:51:19Z","156","True","200","16,09","True","200","201","0,365","0","47","0","0","0","1","0",,,,,,
"2026-03-06T00:56:19Z","157","True","200","15,65","True","200","201","0,366","0","48","0","0","0","1","0",,,,,,
"2026-03-06T01:01:19Z","158","True","200","15,43","True","200","201","0,349","0","49","0","0","0","1","0",,,,,,
"2026-03-06T01:06:19Z","159","True","200","15,6","True","200","202","0,354","0","50","0","0","0","1","0",,,,,,
"2026-03-06T01:11:20Z","160","True","200","14,91","True","200","202","0,344","0","51","0","0","0","1","0",,,,,,
"2026-03-06T01:16:20Z","161","True","200","15,96","True","200","202","0,365","0","52","0","0","0","1","0",,,,,,
"2026-03-06T01:21:20Z","162","True","200","15,16","True","200","201","0,385","0","53","0","0","0","1","0",,,,,,
"2026-03-06T01:26:20Z","163","True","200","14,27","True","200","202","0,333","0","54","0","0","0","1","0",,,,,,
"2026-03-06T01:31:20Z","164","True","200","14,58","True","200","202","0,358","0","55","0","0","0","1","0",,,,,,
"2026-03-06T01:36:20Z","165","True","200","15,82","True","200","202","0,347","0","56","0","0","0","1","0",,,,,,
"2026-03-06T01:41:20Z","166","True","200","14,99","True","200","201","0,373","0","57","0","0","0","1","0",,,,,,
"2026-03-06T01:46:20Z","167","True","200","14,5","True","200","201","0,355","0","58","0","0","0","1","0",,,,,,
"2026-03-06T01:51:20Z","168","True","200","14,89","True","200","201","0,356","0","59","0","0","0","1","0",,,,,,
"2026-03-06T01:56:20Z","169","True","200","15,98","True","200","201","0,345","0","60","0","0","0","1","0",,,,,,
"2026-03-06T02:01:20Z","170","True","200","19,11","True","200","201","0,332","0","61","0","0","0","1","0",,,,,,
"2026-03-06T02:06:20Z","171","True","200","16,48","True","200","201","0,347","0","62","0","0","0","1","0",,,,,,
"2026-03-06T02:11:20Z","172","True","200","14,74","True","200","201","0,35","0","63","0","0","0","1","0",,,,,,
"2026-03-06T02:16:20Z","173","True","200","14,73","True","200","259","0,456","0","1","0","0","0","-62",,,,,,,
"2026-03-06T02:21:21Z","174","True","200","15,36","True","200","260","0,414","0","2","0","0","0","1","0",,,,,,
"2026-03-06T02:26:21Z","175","True","200","17,79","True","200","201","0,464","0","1","0","0","0","-1",,,,,,,
"2026-03-06T02:31:21Z","176","True","200","20,65","True","200","201","0,395","0","2","0","0","0","1","0",,,,,,
"2026-03-06T02:36:21Z","177","True","200","15,38","True","200","201","0,52","0","3","0","0","0","1","0",,,,,,
"2026-03-06T02:41:21Z","178","True","200","17,28","True","200","201","0,414","0","4","0","0","0","1","0",,,,,,
"2026-03-06T02:46:21Z","179","True","200","16,81","True","200","201","0,38","0","5","0","0","0","1","0",,,,,,
"2026-03-06T02:51:21Z","180","True","200","15,96","True","200","201","0,363","0","6","0","0","0","1","0",,,,,,
"2026-03-06T02:56:21Z","181","True","200","16,78","True","200","201","0,377","0","7","0","0","0","1","0",,,,,,
"2026-03-06T03:01:21Z","182","True","200","15,67","True","200","201","0,382","0","8","0","0","0","1","0",,,,,,
"2026-03-06T03:06:21Z","183","True","200","16,33","True","200","61","0,46","0","1","0","0","0","-7",,,,,,,
"2026-03-06T03:11:21Z","184","True","200","16,41","True","200","62","0,391","0","2","0","0","0","1","0",,,,,,
"2026-03-06T03:16:21Z","185","True","200","16,1","True","200","62","0,441","0","3","0","0","0","1","0",,,,,,
"2026-03-06T03:21:21Z","186","True","200","18,01","True","200","42","0,576","0","1","0","0","0","-2",,,,,,,
"2026-03-06T03:26:21Z","187","True","200","22,2","True","200","28","0,593","0","1","0","0","0","0",,,,,,,
"2026-03-06T03:31:21Z","188","True","200","17,25","True","200","73","0,663","0","1","0","0","0","0",,,,,,,
"2026-03-06T03:36:21Z","189","True","200","16,33","True","200","74","0,39","0","2","0","0","0","1","0",,,,,,
"2026-03-06T03:41:22Z","190","True","200","13,12","True","200","74","0,376","0","3","0","0","0","1","0",,,,,,
"2026-03-06T03:46:22Z","191","True","200","15,65","True","200","74","0,472","0","4","0","0","0","1","0",,,,,,
"2026-03-06T03:51:22Z","192","True","200","15,58","True","200","74","0,363","0","5","0","0","0","1","0",,,,,,
"2026-03-06T03:56:22Z","193","True","200","17,21","True","200","74","0,36","0","6","0","0","0","1","0",,,,,,
"2026-03-06T04:01:22Z","194","True","200","16,31","True","200","74","0,374","0","7","0","0","0","1","0",,,,,,
"2026-03-06T04:06:22Z","195","True","200","14,91","True","200","74","0,377","0","8","0","0","0","1","0",,,,,,
"2026-03-06T04:11:22Z","196","True","200","19,28","True","200","74","0,374","0","9","0","0","0","1","0",,,,,,
"2026-03-06T04:16:22Z","197","True","200","18,08","True","200","74","0,381","0","10","0","0","0","1","0",,,,,,
"2026-03-06T04:21:22Z","198","True","200","17,85","True","200","74","0,352","0","11","0","0","0","1","0",,,,,,
"2026-03-06T04:26:22Z","199","True","200","16,41","True","200","74","0,391","0","12","0","0","0","1","0",,,,,,
"2026-03-06T04:31:22Z","200","True","200","15,57","True","200","74","0,35","0","13","0","0","0","1","0",,,,,,
"2026-03-06T04:36:22Z","201","True","200","14,36","True","200","74","0,346","0","14","0","0","0","1","0",,,,,,
"2026-03-06T04:41:22Z","202","True","200","17,19","True","200","74","0,357","0","15","0","0","0","1","0",,,,,,
"2026-03-06T04:46:22Z","203","True","200","15,96","True","200","74","0,431","0","16","0","0","0","1","0",,,,,,
"2026-03-06T04:51:22Z","204","True","200","16,74","True","200","74","0,357","0","17","0","0","0","1","0",,,,,,
"2026-03-06T04:56:22Z","205","True","200","17,64","True","200","75","0,345","0","18","0","0","0","1","0",,,,,,
"2026-03-06T05:01:23Z","206","True","200","14,35","True","200","75","0,368","0","19","0","0","0","1","0",,,,,,
"2026-03-06T05:06:23Z","207","True","200","15,23","True","200","75","0,338","0","20","0","0","0","1","0",,,,,,
"2026-03-06T05:11:23Z","208","True","200","15,68","True","200","75","0,338","0","21","0","0","0","1","0",,,,,,
"2026-03-06T05:16:23Z","209","True","200","15,07","True","200","75","0,366","0","22","0","0","0","1","0",,,,,,
"2026-03-06T05:21:23Z","210","True","200","15,9","True","200","75","0,339","0","23","0","0","0","1","0",,,,,,
"2026-03-06T05:26:23Z","211","True","200","15,52","True","200","75","0,349","0","24","0","0","0","1","0",,,,,,
"2026-03-06T05:31:23Z","212","True","200","16,59","True","200","75","0,345","0","25","0","0","0","1","0",,,,,,
"2026-03-06T05:36:23Z","213","True","200","15,29","True","200","75","0,357","0","26","0","0","0","1","0",,,,,,
"2026-03-06T05:41:23Z","214","True","200","15,93","True","200","75","0,337","0","27","0","0","0","1","0",,,,,,
"2026-03-06T05:46:23Z","215","True","200","14,87","True","200","75","0,334","0","28","0","0","0","1","0",,,,,,
"2026-03-06T05:51:23Z","216","True","200","16,57","True","200","75","0,348","0","29","0","0","0","1","0",,,,,,
"2026-03-06T05:56:23Z","217","True","200","13,98","True","200","75","0,335","0","30","0","0","0","1","0",,,,,,
"2026-03-06T06:01:23Z","218","True","200","17,7","True","200","75","0,331","0","31","0","0","0","1","0",,,,,,
"2026-03-06T06:06:23Z","219","True","200","15,27","True","200","75","0,344","0","32","0","0","0","1","0",,,,,,
"2026-03-06T06:11:23Z","220","True","200","15,66","True","200","75","0,355","0","33","0","0","0","1","0",,,,,,
"2026-03-06T06:16:23Z","221","True","200","15,64","True","200","75","0,322","0","34","0","0","0","1","0",,,,,,
"2026-03-06T06:21:23Z","222","True","200","14,13","True","200","75","0,349","0","35","0","0","0","1","0",,,,,,
"2026-03-06T06:26:24Z","223","True","200","16,58","True","200","76","0,367","0","36","0","0","0","1","0",,,,,,
"2026-03-06T06:31:24Z","224","True","200","14,46","True","200","76","0,396","0","37","0","0","0","1","0",,,,,,
"2026-03-06T06:36:24Z","225","True","200","14,15","True","200","76","0,339","0","38","0","0","0","1","0",,,,,,
"2026-03-06T06:41:24Z","226","True","200","18,3","True","200","76","0,331","0","39","0","0","0","1","0",,,,,,
"2026-03-06T06:46:24Z","227","True","200","16,62","True","200","76","0,335","0","40","0","0","0","1","0",,,,,,
"2026-03-06T06:51:24Z","228","True","200","17,55","True","200","76","0,332","0","41","0","0","0","1","0",,,,,,
"2026-03-06T06:56:24Z","229","True","200","17,77","True","200","76","0,346","0","42","0","0","0","1","0",,,,,,
"2026-03-06T07:01:24Z","230","True","200","17,11","True","200","76","0,332","0","43","0","0","0","1","0",,,,,,
"2026-03-06T07:06:24Z","231","True","200","17,88","True","200","76","0,343","0","44","0","0","0","1","0",,,,,,
"2026-03-06T07:11:24Z","232","True","200","17,67","True","200","76","0,34","0","45","0","0","0","1","0",,,,,,
"2026-03-06T07:16:24Z","233","True","200","18,48","True","200","76","0,325","0","46","0","0","0","1","0",,,,,,
"2026-03-06T07:21:24Z","234","True","200","13,65","True","200","76","0,357","0","47","0","0","0","1","0",,,,,,
"2026-03-06T07:26:24Z","235","True","200","15,87","True","200","76","0,383","0","48","0","0","0","1","0",,,,,,
"2026-03-06T07:31:24Z","236","True","200","16,95","True","200","76","0,348","0","49","0","0","0","1","0",,,,,,
"2026-03-06T07:36:24Z","237","True","200","17,73","True","200","76","0,337","0","50","0","0","0","1","0",,,,,,
"2026-03-06T07:41:24Z","238","True","200","14,18","True","200","76","0,335","0","51","0","0","0","1","0",,,,,,
"2026-03-06T07:46:24Z","239","True","200","16,91","True","200","77","0,324","0","52","0","0","0","1","0",,,,,,
"2026-03-06T07:51:25Z","240","True","200","16,14","True","200","77","0,345","0","53","0","0","0","1","0",,,,,,
"2026-03-06T07:56:25Z","241","True","200","14,36","True","200","77","0,341","0","54","0","0","0","1","0",,,,,,
"2026-03-06T08:01:25Z","242","True","200","14","True","200","77","0,347","0","55","0","0","0","1","0",,,,,,
